0,0,0,0,0
30,0,0,0,0
60,0,0,0,0
90,0,0,0,0
120,0,0,0,0
150,0,0,0,0
180,0,0,0,0
210,0,0,0,0
240,0,0,0,0
270,0,0,0,0
300,0,0,0,0
330,0,0,0,0
360,0,0,0,0
390,0,0,0,0
420,0,0,0,0
450,0,0,0,0
480,0,0,0,0
510,0,0,0,0
540,0,0,0,0
570,0,0,0,0
600,0,0,0,0
630,0,0,0,0
660,0,0,0,0
690,0,0,0,0
720,0,0,0,0
750,0,0,0,0
780,0,0,0,0
810,0,0,0,0
840,0,0,0,0
870,0,0,0,0
900,0,0,0,0
930,0,0,0,0
960,0,0,0,0
990,0,0,0,0
1020,0,0,0,0
1050,0,0,0,0
1080,0,0,0,0
1110,0,0,0,0
1140,0,0,0,0
1170,0,0,0,0
1200,0,0,0,0
1230,0,0,0,0
1260,0,0,0,0
1290,0,0,0,0
1320,0,0,0,0
1350,0,0,0,0
1380,0,0,0,0
1410,0,0,0,0
1440,0,0,0,0
1470,0,0,0,0
1500,0,0,0,0
1530,0,0,0,0
1560,0,0,0,0
1590,0,0,0,0
1620,0,0,0,0
1650,0,0,0,0
1680,0,0,0,0
1710,0,0,0,0
1740,0,0,0,0
1770,0,0,0,0
1800,0,0,0,0
1830,0,0,0,0
1860,0,0,0,0
1890,0,0,0,0
1920,0,0,0,0
1950,0,0,0,0
1980,0,0,0,0
2010,0,0,0,0
2040,0,0,0,0
2070,0,0,0,0
2100,0,0,0,0
2130,0,0,0,0
2160,0,0,0,0
2190,0,0,0,0
2220,0,0,0,0
2250,0,0,0,0
2280,0,0,0,0
2310,0,0,0,0
2340,0,0,0,0
2370,0,0,0,0
2400,0,0,0,0
2430,0,0,0,0
2460,0,0,0,0
2490,0,0,0,0
2520,0,0,0,0
2550,0,0,0,0
2580,0,0,0,0
2610,0,0,0,0
2640,0,0,0,0
2670,0,0,0,0
2700,0,0,0,0
2730,0,0,0,0
2760,0,0,0,0
2790,0,0,0,0
2820,0,0,0,0
2850,0,0,0,0
2880,0,0,0,0
2910,0,0,0,0
2940,0,0,0,0
2970,0,0,0,0
3000,0,0,0,0
3030,0,0,0,0
3060,0,0,0,0
3090,0,0,0,0
3120,0,0,0,0
3150,0,0,0,0
3180,0,0,0,0
3210,0,0,0,0
3240,0,0,0,0
3270,0,0,0,0
3300,0,0,0,0
3330,0,0,0,0
3360,0,0,0,0
3390,0,0,0,0
3420,0,0,0,0
3450,0,0,0,0
3480,0,0,0,0
3510,0,0,0,0
3540,0,0,0,0
3570,0,0,0,0
3600,0,0,0,0
3630,0,0,0,0
3660,0,0,0,0
3690,0,0,0,0
3720,0,0,0,0
3750,0,0,0,0
3780,0,0,0,0
3810,0,0,0,0
3840,0,0,0,0
3870,0,0,0,0
3900,0,0,0,0
3930,0,0,0,0
3960,0,0,0,0
3990,0,0,0,0
4020,0,0,0,0
4050,0,0,0,0
4080,0,0,0,0
4110,0,0,0,0
4140,0,0,0,0
4170,0,0,0,0
4200,0,0,0,0
4230,0,0,0,0
4260,0,0,0,0
4290,0.00044645,0,0,0
4320,0.01216,0,0,0
4350,0.023563,0,0,0
4380,0.034661,0,0,0
4410,0.045461,0,0,0
4440,0.055968,0,0,0
4470,0.066188,0,0,0
4500,0.076127,0,0,0
4530,0.08579,0,0,0
4560,0.095183,0,0,0
4590,0.10431,0,0,0
4620,0.11317,0,0,0
4650,0.12178,0,0,0
4680,0.13014,0,0,0
4710,0.13825,0,0,0
4740,0.14612,0,0,0
4770,0.15375,0,0,0
4800,0.16114,0,0,0
4830,0.1683,0,0,0
4860,0.17524,0,0,0
4890,0.18195,0,0,0
4920,0.18844,0,0,0
4950,0.19472,0,0,0
4980,0.20078,0,0,0
5010,0.20662,0,0,0
5040,0.21226,0,0,0
5070,0.2177,0,0,0
5100,0.22293,0,0,0
5130,0.22797,0,0,0
5160,0.2328,0,0,0
5190,0.23745,0,0,0
5220,0.2419,0,0,0
5250,0.24615,0,0,0
5280,0.25022,0,0,0
5310,0.25411,0,0,0
5340,0.25781,0,0,0
5370,0.26133,0,0,0
5400,0.26466,0,0,0
5430,0.26782,0,0,0
5460,0.2708,0,0,0
5490,0.2736,0,0,0
5520,0.27623,0,0,0
5550,0.27868,0,0,0
5580,0.28096,0,0,0
5610,0.28307,0,0,0
5640,0.28501,0,0,0
5670,0.28678,0,0,0
5700,0.28838,0,0,0
5730,0.28981,0,0,0
5760,0.29107,0,0,0
5790,0.29217,0,0,0
5820,0.2931,0,0,0
5850,0.29386,0,0,0
5880,0.29446,0,0,0
5910,0.29489,0,0,0
5940,0.29515,0,0,0
5970,0.29525,0,0,0
6000,0.29518,0,0,0
6030,0.29495,0,0,0
6060,0.29455,0,0,0
6090,0.29398,0,0,0
6120,0.29324,0,0,0
6150,0.29234,0,0,0
6180,0.29127,0,0,0
6210,0.29003,0,0,0
6240,0.28861,0,0,0
6270,0.28703,0,0,0
6300,0.28528,0,0,0
6330,0.28335,0,0,0
6360,0.28125,0,0,0
6390,0.27897,0,0,0
6420,0.27652,0,0,0
6450,0.27389,0,0,0
6480,0.27108,0,0,0
6510,0.26808,0,0,0
6540,0.26491,0,0,0
6570,0.26154,0,0,0
6600,0.25799,0,0,0
6630,0.25426,0,0,0
6660,0.25033,0,0,0
6690,0.2462,0,0,0
6720,0.24188,0,0,0
6750,0.23737,0,0,0
6780,0.23265,0,0,0
6810,0.22772,0,0,0
6840,0.22259,0,0,0
6870,0.21725,0,0,0
6900,0.2117,0,0,0
6930,0.20593,0,0,0
6960,0.19994,0,0,0
6990,0.19373,0,0,0
7020,0.18729,0,0,0
7050,0.18062,0,0,0
7080,0.17371,0,0,0
7110,0.16657,0,0,0
7140,0.15918,0,0,0
7170,0.15154,0,0,0
7200,0.14366,0,0,0
7230,0.13551,0,0,0
7260,0.1271,0,0,0
7290,0.11843,0,0,0
7320,0.10949,0,0,0
7350,0.10026,0,0,0
7380,0.090753,0,0,0
7410,0.080956,0,0,0
7440,0.070864,0,0,0
7470,0.060469,0,0,0
7500,0.049766,0,0,0
7530,0.038748,0,0,0
7560,0.027408,0,0,0
7590,0.015738,0,0,0
7620,0.0037315,0,0,0
7650,0,0,0,0
7680,0,0,0,0
7710,0,0,0,0
7740,0,0,0,0
7770,0,0,0,0
7800,0,0,0,0
7830,0,0,0,0
7860,0,0,0,0
7890,0,0,0,0
7920,0,0,0,0
7950,0,0,0,0
7980,0,0,0,0
8010,0,0,0,0
8040,0,0,0,0
8070,0,0,0,0
8100,0,0,0,0
8130,0,0,0,0
8160,0,0,0,0
8190,0,0,0,0
8220,0,0,0,0
8250,0,0,0,0
8280,0,0,0,0
8310,0,0,0,0
8340,0,0,0,0
8370,0,0,0,0
8400,0,0,0,0
8430,0,0,0,0
8460,0,0,0,0
8490,0,0,0,0
8520,0,0,0,0
8550,0,0,0,0
8580,0,0,0,0
8610,0,0,0,0
8640,0,0,0,0
8670,0,0,0,0
8700,0,0,0,0
8730,0,0,0,0
8760,0,0,0,0
8790,0,0,0,0
8820,0,0,0,0
8850,0,0,0,0
8880,0,0,0,0
8910,0,0,0,0
8940,0,0,0,0
8970,0,0,0,0
9000,0,0,0,0
9030,0,0,0,0
9060,0,0,0,0
9090,0,0,0,0
9120,0,0,0,0
9150,0,0,0,0
9180,0,0,0,0
9210,0,0,0,0
9240,0,0,0,0
9270,0,0,0,0
9300,0,0,0,0
9330,0,0,0,0
9360,0,0,0,0
9390,0,0,0,0
9420,0,0,0,0
9450,0,0,0,0
9480,0,0,0,0
9510,0,0,0,0
9540,0,0,0,0
9570,0,0,0,0
9600,0,0,0,0
9630,0,0,0,0
9660,0,0,0,0
9690,0,0,0,0
9720,0,0,0,0
9750,0,0,0,0
9780,0,0,0,0
9810,0,0,0,0
9840,0,0,0,0
9870,0,0,0,0
9900,0,0,0,0
9930,0,0,0,0
9960,0,0,0,0
9990,0,0,0,0
10020,0,0,0,0
10050,0,0,0,0
10080,0,0,0,0
10110,0,0,0,0
10140,0,0,0,0
10170,0,0,0,0
10200,0,0,0,0
10230,0,0,0,0
10260,0,0,0,0
10290,0,0,0,0
10320,0,0,0,0
10350,0,0,0,0
10380,0,0,0,0
10410,0,0,0,0
10440,0,0,0,0
10470,0,0,0,0
10500,0,0,0,0
10530,0,0,0,0
10560,0,0,0,0
10590,0,0,0,0
10620,0,0,0,0
10650,0,0,0,0
10680,0,0,0,0
10710,0,0,0,0
10740,0,0,0,0
10770,0,0,0,0
10800,0,0,0,0
10830,0,0,0,0
10860,0,0,0,0
10890,0,0,0,0
10920,0,0,0,0
10950,0,0,0,0
10980,0,0,0,0
11010,0,0,0,0
11040,0,0,0,0
11070,0,0,0,0
11100,0,0,0,0
11130,0,0,0,0
11160,0,0,0,0
11190,0,0,0,0
11220,0,0,0,0
11250,0,0,0,0
11280,0,0,0,0
11310,0,0,0,0
11340,0,0,0,0
11370,0,0,0,0
11400,0,0,0,0
11430,0,0,0,0
11460,0,0,0,0
11490,0,0,0,0
11520,0,0,0,0
