0,0,0,0.6818,0
30,0,0,0.68,0
60,0,0,0.67807,0
90,0,0,0.67602,0
120,0,0,0.67383,0
150,0,0,0.67151,0
180,0,0,0.66906,0
210,0,0,0.66647,0
240,0,0,0.66375,0
270,0,0,0.66088,0
300,0,0,0.65788,0
330,0,0,0.65473,0
360,0,0,0.65143,0
390,0,0,0.64797,0
420,0,0,0.64437,0
450,0,0,0.6406,0
480,0,0,0.63668,0
510,0,0,0.63259,0
540,0,0,0.62833,0
570,0,0,0.6239,0
600,0,0,0.61929,0
630,0,0,0.6145,0
660,0,0,0.60952,0
690,0,0,0.60435,0
720,0,0,0.59899,0
750,0,0,0.59342,0
780,0,0,0.58765,0
810,0,0,0.58166,0
840,0,0,0.57545,0
870,0,0,0.56902,0
900,0,0,0.56236,0
930,0,0,0.55546,0
960,0,0,0.54831,0
990,0,0,0.54092,0
1020,0,0,0.53326,0
1050,0,0,0.52533,0
1080,0,0,0.51713,0
1110,0,0,0.50864,0
1140,0,0,0.49986,0
1170,0,0,0.49078,0
1200,0,0,0.48139,0
1230,0,0,0.47168,0
1260,0,0,0.46163,0
1290,0,0,0.45125,0
1320,0,0,0.44051,0
1350,0,0,0.42941,0
1380,0,0,0.41794,0
1410,0,0,0.40608,0
1440,0,0,0.39382,0
1470,0,0,0.38115,0
1500,0,0,0.36806,0
1530,0,0,0.35453,0
1560,0,0,0.34055,0
1590,0,0,0.3261,0
1620,0,0,0.31117,0
1650,0,0,0.29575,0
1680,0,0,0.27981,0
1710,0,0,0.26335,0
1740,0,0,0.24634,0
1770,0,0,0.22877,0
1800,0,0,0.21062,0
1830,0,0,0.19186,0
1860,0,0,0.17249,0
1890,0,0,0.15248,0
1920,0,0,0.13181,0
1950,0,0,0.11047,0
1980,0,0,0.088415,0
2010,0,0,0.06564,0
2040,0,0,0.042118,0
2070,0,0,0.017825,0
2100,0,0,0,0
2130,0,0,0,0
2160,0,0,0,0
2190,0,0,0,0
2220,0,0,0,0
2250,0,0,0,0
2280,0,0,0,0
2310,0,0,0,0
2340,0,0,0,0
2370,0,0,0,0
2400,0,0,0,0
2430,0,0,0,0
2460,0,0,0,0
2490,0,0,0,0
2520,0,0,0,0
2550,0,0,0,0
2580,0,0,0,0
2610,0,0,0,0
2640,0,0,0,0
2670,0,0,0,0
2700,0,0,0,0
2730,0,0,0,0
2760,0,0,0,0
2790,0,0,0,0
2820,0,0,0,0
2850,0,0,0,0
2880,0,0,0,0
2910,0,0,0,0
2940,0,0,0,0
2970,0,0,0,0
3000,0,0,0,0
3030,0,0,0,0
3060,0,0,0,0
3090,0,0,0,0
3120,0,0,0,0
3150,0,0,0,0
3180,0,0,0,0
3210,0,0,0,0
3240,0,0,0,0
3270,0,0,0,0
3300,0,0,0,0
3330,0,0,0,0
3360,0,0,0,0
3390,0,0,0,0
3420,0,0,0,0
3450,0,0,0,0
3480,0,0,0,0
3510,0,0,0,0
3540,0,0,0,0
3570,0,0,0,0
3600,0,0,0,0
3630,0,0,0,0
3660,0,0,0,0
3690,0,0,0,0
3720,0,0,0,0
3750,0,0,0,0
3780,0,0,0,0
3810,0,0,0,0
3840,0,0,0,0
3870,0,0,0,0
3900,0,0,0,0
3930,0,0,0,0
3960,0,0,0,0
3990,0,0,0,0
4020,0,0,0,0
4050,0,0,0,0
4080,0,0,0,0
4110,0,0,0,0
4140,0,0,0,0
4170,0,0,0,0
4200,0,0,0,0
4230,0,0,0,0
4260,0,0,0,0
4290,0,0,0,0
4320,0,0,0,0
4350,0,0,0,0
4380,0,0,0,0
4410,0,0,0,0
4440,0,0,0,0
4470,0,0,0,0
4500,0,0,0,0
4530,0,0,0,0
4560,0,0,0,0
4590,0,0,0,0
4620,0,0,0,0
4650,0,0,0,0
4680,0,0,0,0
4710,0,0,0,0
4740,0,0,0,0
4770,0,0,0,0
4800,0,0,0,0
4830,0,0,0,0
4860,0,0,0,0
4890,0,0,0,0
4920,0,0,0,0
4950,0,0,0,0
4980,0,0,0,0
5010,0,0,0,0
5040,0,0,0,0
5070,0,0,0,0
5100,0,0,0,0
5130,0,0,0,0
5160,0,0,0,0
5190,0,0,0,0
5220,0,0,0,0
5250,0,0,0,0
5280,0,0,0,0
5310,0,0,0,0
5340,0,0,0,0
5370,0,0,0,0
5400,0,0,0,0
5430,0,0,0,0
5460,0,0,0,0
5490,0,0,0,0
5520,0,0,0,0
5550,0,0,0,0
5580,0,0,0,0
5610,0,0,0,0
5640,0,0,0,0
5670,0,0,0,0
5700,0,0,0,0
5730,0,0,0,0
5760,0,0,0,0
5790,0,0,0,0
5820,0,0,0,0
5850,0,0,0,0
5880,0,0,0,0
5910,0,0,0,0
5940,0,0,0,0
5970,0,0,0,0
6000,0,0,0,0
6030,0,0,0,0
6060,0,0,0,0
6090,0,0,0,0
6120,0,0,0,0
6150,0,0,0,0
6180,0,0,0,0
6210,0,0,0,0
6240,0,0,0,0
6270,0,0,0,0
6300,0,0,0,0
6330,0,0,0,0
6360,0,0,0,0
6390,0,0,0,0
6420,0,0,0,0
6450,0,0,0,0
6480,0,0,0,0
6510,0,0,0,0
6540,0,0,0,0
6570,0,0,0,0
6600,0,0,0,0
6630,0,0,0,0
6660,0,0,0,0
6690,0,0,0,0
6720,0,0,0,0
6750,0,0,0,0
6780,0,0,0,0
6810,0,0,0,0
6840,0,0,0,0
6870,0,0,0,0
6900,0,0,0,0
6930,0,0,0,0
6960,0,0,0,0
6990,0,0,0,0
7020,0,0,0,0
7050,0,0,0,0
7080,0,0,0,0
7110,0,0,0,0
7140,0,0,0,0
7170,0,0,0,0
7200,0,0,0,0
7230,0,0,0,0
7260,0,0,0,0
7290,0,0,0,0
7320,0,0,0,0
7350,0,0,0,0
7380,0,0,0,0
7410,0,0,0,0
7440,0,0,0,0
7470,0,0,0,0
7500,0,0,0,0
7530,0,0,0,0
7560,0,0,0,0
7590,0,0,0,0
7620,0,0,0,0
7650,0,0,0,0
7680,0,0,0,0
